is_no,pi,Latitude,Longitude
IS4207,NA,24.59000015,76.16000366
IS4246,NA,24.04999924,81.22000122
IS4248,NA,20.28000069,81.38999939
IS4254,NA,23.20000076,77.08000183
IS4269,NA,22.44000053,77.43000031
IS4277,NA,22.57999992,84.01000214
IS4307,NA,25.45999908,76.36000061
IS4308,NA,23.53000069,77.80999756
IS4332,NA,25.65999985,78.45999908
IS4339,NA,26.55999947,78.77999878
IS4347,NA,26.47999954,78.01000214
IS4378,NA,24.39999962,77.12999725
IS4405,NA,24.20000076,78.19999695
IS4416,NA,23.76000023,76.98000336
IS4489,NA,24.27000046,74.51999664
IS4543,NA,18.98999977,75.76000214
IS4734,NA,22.29999924,70.77999878
IS4758,NA,22.45999908,70.05999756
IS4788,NA,21.61000061,71.23000336
IS4798,NA,21.76000023,72.13999939
IS4809,NA,22.75,72.68000031
IS4855,NA,23.60000038,72.38999939
IS5125,NA,15.22999954,79.30999756
IS5134,NA,16.11000061,81.08000183
IS5139,NA,16.89999962,80.09999847
IS5158,NA,16.93000031,82.22000122
IS5166,NA,17.70000076,83.30000305
IS5177,NA,18.29999924,84.01000214
IS5194,NA,17.34000015,80.41000366
IS5219,NA,15.88000011,78.58000183
IS5233,NA,18.37999916,78.83000183
IS5257,NA,18.67000008,78.01000214
IS5282,NA,17.79999924,78.37000275
IS5290,NA,19.79999924,85.84999847
IS5313,NA,20.70999908,83.5
IS5325,NA,22.06999969,84.01999664
IS5326,NA,22.20000076,84.59999847
IS5328,NA,20.38999939,85.36000061
IS5335,NA,20.37000084,84.55999756
IS5339,NA,22.07999992,85.66000366
IS5348,NA,21.29000092,86.55999756
IS5404,NA,11.94999981,78.95999908
IS5409,NA,10.97000027,78.91000366
IS5456,NA,10.51000023,76.20999908
IS5464,NA,9.579999924,76.51000214
IS5469,NA,14.07999992,75.33999634
IS5491,NA,13,76.05000305
IS5499,NA,13.13000011,78.12999725
IS5689,NA,23.72999954,84.22000122
IS5788,NA,23.82999992,78.70999908
IS5804,NA,23.97999954,79.40000153
IS5815,NA,26.03000069,78.81999969
IS5818,NA,23.15999985,79.94000244
IS5824,NA,23.71999931,82.55000305
IS5832,NA,20.72999954,81.65000153
IS5839,NA,21.79999924,81.33999634
IS5855,NA,22.88999939,79.19999695
IS5900,NA,22.04999924,82.08999634
IS5928,NA,24.39999962,81.90000153
IS5980,NA,24.71999931,80.18000031
IS5995,NA,24.73999977,78.81999969
IS6004,NA,32.70999908,74.84999847
IS6024,NA,30.89999962,75.84999847
IS6035,NA,30.31999969,76.40000153
IS6095,NA,25.95999908,80.15000153
IS6099,NA,27.22999954,79.01999664
IS6106,NA,27.39999962,79.55999756
IS6116,NA,26.25,82.06999969
IS6146,NA,25.18000031,83
IS6150,NA,25.45000076,82.41000366
IS6152,NA,25.45000076,84.08000183
IS6165,NA,27.57999992,81.59999847
IS6169,NA,29.10000038,77.16000366
IS6191,NA,27.06999969,80.51000214
IS6192,NA,27.95000076,80.76999664
IS6203,NA,28.62999916,79.80000305
IS6206,NA,26.54999924,82.65000153
IS6208,NA,27.02000046,82.12000275
IS6210,NA,25.5,75.44999695
IS6215,NA,28.57999992,75.56999969
IS6222,NA,28.5,78.45999908
IS6227,NA,29.21999931,78.08000183
IS6230,NA,23.32999992,86.36000061
IS6236,NA,21.86000061,87.95999908
IS6243,NA,23.01000023,88.27999878
IS6245,NA,23.07999992,87.11000061
IS6249,NA,23.72999954,87.98000336
IS6255,NA,22.46999931,87.27999878
IS6259,NA,24.18000031,88.26000214
IS6266,NA,26.51000023,88.73000336
IS6269,NA,26.4705731,92.9003906
IS6276,NA,30.73999977,76.77999878
IS6282,NA,30.22999954,75.83000183
IS6294,NA,29.5,75.44999695
IS6321,NA,28.47999954,76.18000031
IS6329,NA,29.71999931,77.08000183
IS6331,NA,29.79999924,76.37999725
IS7069,NA,18.55999947,33.34000015
IS7304,NA,12.10999966,11.75
IS7312,NA,12.93000031,12
IS7343,NA,12.26000023,11.10000038
IS7348,NA,12.86999989,11.03999996
IS7360,NA,11.94999981,10.63000011
IS7367,NA,6.659999847,3.309999943
IS7386,NA,10.21000004,11.38000011
IS7389,NA,9.409999847,10.17000008
IS7403,NA,6.980000019,9.5
IS7408,NA,7.510000229,9.609999657
IS7411,NA,8,7.829999924
IS7418,NA,4.699999809,8.159999847
IS7419,NA,7,10.26000023
IS7424,NA,8.369999886,12.07999992
IS7428,NA,8.850000381,7.860000134
IS7447,NA,12.31000042,3.710000038
IS7469,NA,7.5,6.039999962
IS7480,NA,6.480000019,9.430000305
IS7486,NA,7.360000134,7.059999943
IS7490,NA,12.14999962,10.02999973
IS7492,NA,12.85000038,13.68000031
IS7506,NA,7.03000021,8.529999733
IS7508,NA,10.19999981,7.130000114
IS7535,NA,12.02999973,4.269999981
IS7643,NA,9.050000191,6.559999943
IS7689,NA,11.43000031,5.230000019
IS7696,NA,10.30000019,6.579999924
IS7702,NA,10.82999992,5.829999924
IS7704,NA,9.75,6.5
IS7763,NA,8.229999542,7.050000191
IS7773,NA,10.57999992,8.149999619
IS7792,NA,7.260000229,10.89999962
IS7802,NA,11.05000019,9.630000114
IS7806,NA,5.630000114,6.400000095
IS7812,NA,9.119999886,7.139999866
IS7825,NA,9.479999542,7.679999828
IS7834,NA,5.829999924,8.850000381
IS7835,NA,8.850000381,11.38000011
IS7836,NA,6.449999809,6.599999905
IS7843,NA,8.779999733,5.309999943
IS7845,NA,7.130000114,4.380000114
IS7849,NA,8.859999657,4.079999924
IS7887,NA,10.69999981,4.579999924
IS7892,NA,5.070000172,6.179999828
IS7920,NA,12.43000031,9.100000381
IS7923,NA,12.14999962,5.110000134
IS7948,NA,11.19999981,4.550000191
IS7995,NA,12.07999992,6.5
IS8310,NA,24.07999992,70.16000366
IS8861,NA,-1.960000038,35.83000183
IS9115,NA,-2.0000005,31.499999
IS962,NA,40.91999817,-89.48000336
IS9720,NA,14.23999977,23.29000092
IS11473,NA,15.10000038,36.65000153
IS11619,NA,9.029999733,38.70000076
IS11919,NA,15.06999969,39.04999924
IS11954,NA,15.31999969,38.91999817
IS12804,NA,41.0186111,28.9647222
IS12945,NA,11.4333,-85.8333
IS13782,NA,-29.01502,29.87103
IS13893,NA,-29.01502,29.87103
IS13919,NA,-29.01502,29.87103
IS13971,NA,-29.01502,29.87103
IS14010,NA,-29.01502,29.87103
IS14564,NA,14.03999996,35.22000122
IS14567,NA,13.82999992,35.43000031
IS14719,NA,6.03000021,37.54999924
IS17941,NA,26.54999924,76.66999817
IS17980,NA,20.70000076,77
IS18039,NA,20.70000076,77
IS18948,NA,27.44000053,77.73999786
IS19153,NA,11.18999958,24.14999962
IS19262,NA,11.18999958,24.14999962
IS19859,NA,25.18000031,80.30000305
IS19975,NA,13.14000034,-15.47000027
IS21083,NA,-0.100000001,34.47999954
IS21512,NA,-16.14999962,34.77999878
IS21645,NA,-16.28000069,34.84999847
IS21863,NA,33.5,36.29999924
IS2205,NA,28.6255144,77.1817017
IS22239,NA,-24.47999954,25.87999916
IS22294,NA,-23.01000023,27.76000023
IS22609,NA,7.320000172,80.98000336
IS22616,NA,22.56999969,95.69000244
IS22720,NA,3.420000076,43.5
IS22799,NA,4.75,45.25
IS22986,NA,10.52999973,30.52000046
IS23216,NA,-14.25,31.32999992
IS23514,NA,8.239999771,34.38999939
IS23521,NA,8.199999809,34.25999832
IS23579,NA,8.239999771,34.59000015
IS23586,NA,8.270000458,34.65999985
IS23590,NA,8.270000458,34.65999985
IS23644,NA,13.65999985,-15.39999962
IS23684,NA,-16.14999962,38.31999969
IS2379,NA,-23.83333,31.5
IS2382,NA,-23.83333,31.5
IS2397,NA,-23.83333,31.5
IS24348,NA,21.18000031,74.68000031
IS25522,NA,-3.339999914,29.39999962
IS25523,NA,-3.339999914,29.39999962
IS25524,NA,-3.49000001,29.34000015
IS25548,NA,-2.059999943,29.36000061
IS25732,NA,14.27000046,-10.35999966
IS25836,NA,15.14999962,-10.27000046
IS25989,NA,11.27999973,-7.010000229
IS26025,NA,12.39000034,-6.360000134
IS26222,NA,10.80000019,0.230000004
IS27557,NA,12.23999977,-2.460000038
IS27697,NA,8.579999924,-12.35000038
IS27887,NA,-24.19000053,29.48999977
IS27912,NA,-26,29.76000023
IS28141,NA,15.23999977,47.45000076
IS28313,NA,16.02000046,48.20000076
IS28449,NA,15.11999989,43.04000092
IS28451,NA,15.11999989,43.04000092
IS28614,NA,14.19999981,46.27999878
IS28747,NA,13.06999969,44.49000168
IS28849,NA,15.14000034,43.56000137
IS29091,NA,14.48999977,45.20999908
IS29100,NA,15.18999958,43.16999817
IS29187,NA,-26.31999969,31.13999939
IS29233,NA,-26.95000076,31.01000023
IS29239,NA,-26.95000076,31.01000023
IS29241,NA,-26.95000076,31.01000023
IS29304,NA,-26.31999969,31.13999939
IS29314,NA,-26.03000069,31.85000038
IS29326,NA,-26.95000076,31.01000023
IS29335,NA,-26.95000076,31.01000023
IS29358,NA,-29.51000023,27.62000084
IS29392,NA,-29.5,28
IS29441,NA,-30.12999916,28.70000076
IS29468,NA,-30.02000046,27.54999924
IS29565,NA,-29.31999969,27.47999954
IS29568,NA,-29.31999969,27.47999954
IS29582,NA,-29.31999969,27.47999954
IS29689,NA,-19.52000046,31.62999916
IS29714,NA,-20.79000092,32.22999954
IS29733,NA,-20.32999992,30.04000092
IS29772,NA,-18.53000069,32.11999893
IS29914,NA,-20.03000069,29.10000038
IS29950,NA,-20.53000069,29.28000069
IS30079,NA,-18.93000031,27.72999954
IS30092,NA,-20.80999947,28.55999947
IS30231,NA,-17.82999992,31.04999924
IS30383,NA,38.70999908,113.25
IS30400,NA,36.52999878,112.6800003
IS30417,NA,36.18999863,113.0999985
IS30443,NA,37.34999847,112.3099976
IS30450,NA,39.68999863,113.6800003
IS30451,NA,39.43000031,114.2300034
IS30460,NA,36.52999878,112.6800003
IS30466,NA,36.31999969,112.8799973
IS30572,NA,10.59000015,14.32999992
IS30838,NA,10,13.52000046
IS31043,NA,3.349999905,33.33000183
IS31186,NA,1.799999952,33.54999924
IS31446,NA,0.129999995,30.25
IS31557,NA,-3.980000019,30.04000092
IS31706,NA,13.47999954,44.09000015
IS31714,NA,14.42000008,44.20000076
IS32245,NA,14.52000046,44.18999863
IS32349,NA,19.53000069,82.45999908
IS32439,NA,25.37999916,86.47000122
IS32754,NA,2.140000105,45.11999893
IS33023,NA,-5.019999981,32.81999969
IS33844,NA,17.67000008,75.90000153
IS4060,NA,27.20999908,77.48999786
IS4092,NA,26.15999985,75.77999878
IS4360,NA,25.25,77.38999939
IS4372,NA,23.51000023,75.25
IS4515,NA,19.87999916,75.31999969
IS4581,NA,18.15999985,76.05000305
IS4613,NA,18.15999985,76.05000305
IS4631,NA,18.15999985,76.05000305
IS4698,NA,17.69000053,74
IS4951,NA,20.53000069,76.18000031
IS5094,NA,14.68000031,77.58999634
IS5295,NA,20.03000069,84.12999725
IS5301,NA,19.37999916,85.05999756
IS5386,NA,11,76.95999908
IS5667,NA,15.47000027,75.01999664
IS5919,NA,23.29999924,81.37000275
IS6351,NA,15.47000027,75.01999664
IS6354,NA,15.47000027,75.01999664
IS6421,NA,17.69000053,74
IS7305,NA,11.56000042,13.01000023
IS7310,NA,11.47999954,11.10000038
IS7679,NA,9.159999847,12.63000011
IS7957,NA,11.39999962,4.110000134
IS7987,NA,11.5,3.700000048
IS8777,NA,1.830000043,32.5525795
IS8916,NA,0.460000008,34.08000183
IS9108,NA,-0.07,34.81000137
IS9113,NA,-0.07,34.81000137
IS9745,NA,12.43000031,34.06999969
IS10876,NA,9.75,8.380000114
IS10882,NA,9.75,8.380000114
IS11119,NA,9.5,38.22999954
IS1127,NA,26.01000023,87.80000305
IS11374,NA,9.079999924,36.52999878
IS11758,NA,9.399999619,42.00999832
IS11960,NA,15.31999969,38.91999817
IS12110,NA,9.210000038,36.68999863
IS12169,NA,12.02999973,39.02999878
IS12531,NA,9.31000042,42.11000061
IS13264,NA,26.45,74.6333
IS13791,NA,-29.01502,29.87103
IS13827,NA,-29.01502,29.87103
IS13845,NA,-29.01502,29.87103
IS13926,NA,-29.01502,29.87103
IS13989,NA,-29.01502,29.87103
IS1398,NA,10.36999989,30.22999954
IS14446,NA,14.03999996,35.22000122
IS14449,NA,14.03999996,35.22000122
IS14478,NA,8.409999847,32.06000137
IS14556,NA,4.510000229,35.97999954
IS14735,NA,5.380000114,37.93000031
IS19016,NA,11.18999958,24.14999962
IS19026,NA,11.18999958,24.14999962
IS19041,NA,11.18999958,24.14999962
IS19126,NA,11.18999958,24.14999962
IS19132,NA,11.18999958,24.14999962
IS19685,NA,21.10000038,80.91000366
IS19847,NA,24.90999985,79.58999634
IS19953,NA,15.02999973,-13.77999973
IS20016,NA,14.13000011,-14.97000027
IS20064,NA,13.25,-12.17000008
IS21124,NA,-0.5666662,34.3166676
IS21126,NA,-0.6393854,34.2174145
IS21401,NA,-13.77000046,32.97999954
IS21425,NA,-16.03000069,35.49000168
IS21519,NA,-11.71000004,33.63000107
IS2156,NA,13.02999973,8.31000042
IS21991,NA,19.68000031,78.65000153
IS22040,NA,15.81999969,78.02999878
IS22074,NA,15.14000034,76.91000366
IS22282,NA,-23.10000038,26.82999992
IS22287,NA,-23.10000038,26.82999992
IS22291,NA,-23.01000023,27.76000023
IS22325,NA,-19.87999916,23.56999969
IS22330,NA,-24.39999962,25.52000046
IS22334,NA,-22.39999962,22.04999924
IS2262,NA,14.03999996,35.22000122
IS22909,NA,12.03999996,30.52000046
IS22996,NA,10.52999973,30.52000046
IS23033,NA,14.31999969,33.41999817
IS23048,NA,12.89999962,23.46999931
IS23053,NA,12.53999996,32.5
IS23100,NA,-4.820000172,34.74000168
IS23142,NA,-7.389999866,35.79000092
IS23166,NA,-6.170000076,35.72999954
IS23178,NA,-15.5666666,28.2833338
IS23574,NA,8.199999809,34.25999832
IS23601,NA,7.918000221,34.44900131
IS23645,NA,13.65999985,-15.39999962
IS23666,NA,13.31999969,-15.89000034
IS23669,NA,13.22000027,-16.12999916
IS2367,NA,8.890000343,9.470000267
IS2416,NA,-23.83333,31.5
IS2430,NA,13.06000042,5.25
IS24713,NA,9.800000191,8.489999771
IS24775,NA,10.88000011,13.63000011
IS24786,NA,10.88000011,13.63000011
IS25055,NA,9.399999619,-0.980000019
IS25702,NA,15.15999985,-9.380000114
IS25733,NA,15.05000019,-9.350000381
IS25848,NA,13.35000038,-9.449999809
IS26110,NA,14.43000031,-2.230000019
IS26198,NA,10.59000015,0.07
IS26224,NA,10.5,0.49000001
IS27146,NA,-19.57999992,32.5
IS27164,NA,-19.82999992,30.54999924
IS27287,NA,13.15999985,-0.819999993
IS27490,NA,12.77000046,-3.809999943
IS27587,NA,11.3344,14.9796
IS27599,NA,12.22999954,14.63000011
IS27855,NA,-23.37999916,30.95999908
IS28332,NA,13.47000027,44.09000015
IS28688,NA,13.44999981,44.47000122
IS28740,NA,15.31999969,44.15000153
IS28991,NA,16.04000092,49.24000168
IS29310,NA,-26.03000069,31.85000038
IS29407,NA,-29.53000069,28.14999962
IS29409,NA,-29.53000069,28.14999962
IS29472,NA,-30.02000046,27.54999924
IS29496,NA,-30.26000023,27.87999916
IS29569,NA,-29.31999969,27.47999954
IS29691,NA,-19.52000046,31.62999916
IS29798,NA,-16.27000046,31.5
IS29870,NA,-20.90999985,28.45999908
IS29872,NA,-20.90999985,28.45999908
IS29876,NA,-20.90999985,28.45999908
IS29911,NA,-20.03000069,29.10000038
IS29966,NA,-20.90999985,28.45999908
IS29977,NA,-20.90999985,28.45999908
IS30175,NA,-18.07999992,32.66999817
IS30205,NA,-20.20000076,32.59999847
IS30207,NA,-20.20000076,32.59999847
IS30335,NA,37.88999939,112.5500031
IS30397,NA,39.43999863,111.4800034
IS30405,NA,36.84000015,111.7600021
IS30409,NA,37.50999832,111.1299973
IS30436,NA,37.68000031,112.7399979
IS30441,NA,37.20000076,112.1699982
IS30619,NA,12.38000011,14.89999962
IS3073,NA,13.53999996,33.36000061
IS30748,NA,11.02999973,14.13000011
IS30898,NA,1.860000014,33.75
IS31123,NA,3.160000086,30.92000008
IS31179,NA,1.049999952,34.29999924
IS31195,NA,1.700000048,34.06999969
IS31202,NA,0.589999974,33.09000015
IS31299,NA,-0.99000001,29.93000031
IS31533,NA,-3.059999943,30.76000023
IS31559,NA,-2.349999905,29.97999954
IS31852,NA,13.44999981,44.47000122
IS31861,NA,13.59000015,44.52000046
IS32050,NA,15.28999996,43.33000183
IS32087,NA,13.43999958,44.45999908
IS32092,NA,16.04000092,49.24000168
IS32454,NA,24.82999992,85.41000366
IS32569,NA,2.789999962,44.08000183
IS32986,NA,-4.820000172,34.74000168
IS33173,NA,12.38000011,14.38000011
IS33178,NA,10.51000023,14.38000011
IS33209,NA,10.78999996,14.65999985
IS33261,NA,10.06999969,14.60999966
IS3443,NA,10.5,30.44000053
IS3507,NA,10.5,30.44000053
IS3511,NA,11.25,30.01000023
IS3583,NA,10.5,30.44000053
IS3885,NA,12.39000034,-7.590000153
IS3905,NA,12.39000034,-7.590000153
IS4027,NA,26.54999924,75.51999664
IS4035,NA,26.54999924,75.51999664
IS4112,NA,26.15999985,75.77999878
IS4285,NA,21.90999985,77.88999939
IS4726,NA,22.70000076,71.68000031
IS4776,NA,21.52000046,70.45999908
IS4821,NA,22.29999924,73.19999695
IS4963,NA,20.53000069,76.18000031
IS5106,NA,14.47000027,78.81999969
IS5622,NA,16.81999969,75.72000122
IS5720,NA,24.48999977,86.30000305
IS5867,NA,22.06999969,78.93000031
IS5910,NA,21.89999962,83.40000153
IS5972,NA,24.57999992,80.83000183
IS6094,NA,25.59000015,79.58000183
IS6154,NA,26.51000023,83.77999878
IS6193,NA,26.54999924,80.48999786
IS6413,NA,16.70000076,74.23000336
IS7277,NA,8.050000191,10.77999973
IS7314,NA,11.85000038,13.14999962
IS7463,NA,9.529999733,12.35000038
IS7620,NA,9.399999619,6.03000021
IS7722,NA,12.80000019,4.510000229
IS7861,NA,8.6457973,5.8409575
IS7889,NA,10.43000031,3.819999933
IS7958,NA,11.5,3.700000048
IS9168,NA,-0.6054147,34.7451266
IS9597,NA,13.44999981,7.110000134
IS9713,NA,13.44999981,35.56000137
IS9830,NA,11.18999958,24.14999962
IS9883,NA,11.18999958,24.14999962
IS9911,NA,11,29.42000008
NA,PI533762,11,29.42000008
NA,PI533769,16.39999962,33.25
NA,PI533785,12.43000031,9.100000381
NA,PI533789,13.03999996,30.20000076
NA,PI533792,9.029999733,38.70000076
NA,PI533794,9.029999733,38.70000076
NA,PI533800,9.579999924,41.86000061
NA,PI533810,17.68000031,73.98000336
NA,PI533839,11.03999996,7.420000076
NA,PI533842,15.47000027,75.01999664
NA,PI533856,15.47000027,75.01999664
NA,PI533876,12.51000023,7.730000019
NA,PI533877,12.31000042,3.710000038
NA,PI533882,11.85999966,9.199999809
NA,PI533910,13.03999996,30.20000076
NA,PI533911,13.03999996,30.20000076
NA,PI533912,13.03999996,30.20000076
NA,PI533985,14.30000019,22.56999969
NA,PI533986,11,29.42000008
NA,PI533987,10.5,30.44000053
NA,PI533991,4.239999771,32.33000183
NA,PI533996,10.5,30.44000053
NA,PI534009,16.70999908,81.11000061
NA,PI534021,15.47000027,75.01999664
NA,PI534028,16.70000076,74.23000336
NA,PI534070,7,10.26000023
NA,PI534075,9.529999733,12.35000038
NA,PI534079,9.359999657,9.949999809
NA,PI534088,11.11999989,8.039999962
NA,PI534092,11.55000019,8.130000114
NA,PI534115,8.149999619,34.45999908
NA,PI534116,14.13000011,38.70999908
NA,PI534123,9.300000191,42.13000107
NA,PI534124,12.35999966,39.52999878
NA,PI534127,8.159999847,37.56000137
NA,PI534128,9.5,38.22999954
NA,PI534133,11.69999981,39.74000168
NA,PI534135,9.5,38.22999954
NA,PI534148,9.579999924,41.86000061
NA,PI534155,9.579999924,41.86000061
NA,PI534157,9.579999924,41.86000061
NA,PI576352,-23.10000038,26.82999992
NA,PI576359,21.07999992,79.02999878
NA,PI576364,30.36000061,76.80000305
NA,PI576366,26.79999924,82.72000122
NA,PI576375,9.670000076,39.52999878
NA,PI576376,14.13000011,38.70999908
NA,PI576380,8.239999771,34.58000183
NA,PI576381,14.13000011,38.70999908
NA,PI576390,17.28000069,74.19999695
NA,PI576399,10.5,30.44000053
NA,PI576401,25.45999908,76.36000061
NA,PI576425,9.399999619,42.00999832
NA,PI576426,11.82999992,39.68000031
NA,PI576428,8.239999771,34.58000183
NA,PI576435,17.47999954,75.38999939
NA,PI595699,21.07999992,79.02999878
NA,PI597946,-1.169999957,36.47999954
NA,PI597949,17.70000076,83.30000305
NA,PI597950,24.35000038,87.31999969
NA,PI597952,11,29.42000008
NA,PI597957,15.31999969,38.91999817
NA,PI597964,7.849999905,34.54999924
